LocalizedName, BlockState
钙铀云母样本, geolosys:ore_sample[variant=autunite]
闪锌矿样本, geolosys:ore_sample[variant=sphalerite]
煤炭, geolosys:ore_vanilla[variant=coal]
朱砂, geolosys:ore_vanilla[variant=cinnabar]
金矿, geolosys:ore_vanilla[variant=gold]
青金岩, geolosys:ore_vanilla[variant=lapis]
石英, geolosys:ore_vanilla[variant=quartz]
金伯利岩, geolosys:ore_vanilla[variant=kimberlite]
绿柱石, geolosys:ore_vanilla[variant=beryl]
煤炭样本, geolosys:ore_sample_vanilla[variant=coal]
朱砂样本, geolosys:ore_sample_vanilla[variant=cinnabar]
金矿样本, geolosys:ore_sample_vanilla[variant=gold]
青金岩样本, geolosys:ore_sample_vanilla[variant=lapis]
石英样本, geolosys:ore_sample_vanilla[variant=quartz]
金伯利岩样本, geolosys:ore_sample_vanilla[variant=kimberlite]
绿柱石样本, geolosys:ore_sample_vanilla[variant=beryl]
扎在刺上的仙人掌果, skyresources:cactusfruitneedle
硬化煤炭块, skyresources:compressedcoalblock
沙化地狱岩, skyresources:sandynetherrack
赫耳墨斯煤炭块, skyresources:coalinfusedblock
暗物质块, skyresources:darkmatterblock
亮物质块, skyresources:lightmatterblock
烈焰粉块, skyresources:blazepowderblock
石化木, skyresources:petrifiedwood
炼金玻璃, skyresources:alchemicalglass
石化木板, skyresources:petrifiedplanks
岩浆石, skyresources:magmafiedstone
重型雪, skyresources:heavysnow
暗物质生物转化装置, skyresources:darkmatterwarper
末地传送门核心, skyresources:endportalcore
碎石机, skyresources:rockcrusher[facing=south]
洗矿机, skyresources:rockcleaner[facing=south]
氧化产物收集器, skyresources:combustioncollector
智能氧化控制器, skyresources:combustioncontroller[facing=south]
快速漏斗, skyresources:quickdropper
生命灌注器核心, skyresources:lifeinfuser
生命汲取器, skyresources:lifeinjector
迷你冰箱, skyresources:minifreezer[facing=north]
铁制冰箱, skyresources:ironfreezer[facing=south,part=top]
亮物质冰箱, skyresources:lightfreezer[facing=south,part=top]
坩埚, skyresources:crucible
野生动物吸引装置, skyresources:wildlifeattractor
漏液器, skyresources:fluiddropper
坩埚投料器, skyresources:crucibleinserter
自动注水器, skyresources:aqueousconcentrator[facing=south]
自动抽水器, skyresources:aqueousdeconcentrator[facing=south]
脱水仙人掌, skyresources:drycactus
蠹虫传送干扰器, skyresources:silverfishdisruptor
泥炉, skyresources:dirtfurnace[burning=true,facing=south]
炼金灌注台, skyresources:fusiontable
木制框架, skyresources:casing[variant=wood]
石制框架, skyresources:casing[variant=stone]
青铜框架, skyresources:casing[variant=bronze]
铁制框架, skyresources:casing[variant=iron]
钢制框架, skyresources:casing[variant=steel]
琥珀金框架, skyresources:casing[variant=electrum]
地狱砖框架, skyresources:casing[variant=netherbrick]
铅制框架, skyresources:casing[variant=lead]
玛玉灵框架, skyresources:casing[variant=manyullyn]
信素框架, skyresources:casing[variant=signalum]
末地石框架, skyresources:casing[variant=endstone]
末影框架, skyresources:casing[variant=enderium]
暗物质框架, skyresources:casing[variant=darkmatter]
亮物质框架, skyresources:casing[variant=lightmatter]
锇制框架, skyresources:casing[variant=osmium]
强化黑曜石框架, skyresources:casing[variant=refinedobsidian]
Fission Reactor Core, atomicscience:reactor_cell[type=normal]
Fission Reactor Controller, atomicscience:reactor_controller
Steam Funnel, atomicscience:steam_funnel
Steam Turbine, atomicscience:steam_turbine
Uranium Ore, atomicscience:uranium_ore
Chemical Extractor, atomicscience:chem_extractor[rotation=down]
Chemical Boiler, atomicscience:chem_boiler[rotation=down]
Chemical Centrifuge, atomicscience:chem_centrifuge[rotation=down]
蜂巢树脂, avp:hiveresin
蜂巢树脂 (Standard), avp:hiveresin.standard
Ovamorph 象形文字设计, avp:tileovamorphdesign
飞船 面板, avp:shippanel
Yautja 飞船 象形文字设计, avp:shippannelyautja
Facehugger 象形文字设计, avp:tilefacehuggerdesign
Alien 象形文字设计, avp:tilealiendesign
飞船 墙 基础, avp:shipwallbase
飞船 支柱, avp:shipsupportpillar
飞船 装饰, avp:shipdecor1
飞船 砖块, avp:shipbrick
飞船 装饰, avp:shipdecor2
飞船 装饰, avp:shipdecor3
Temple 砖块 Single, avp:templebricksingle
Temple 砖块, avp:templebrick
Temple Tile, avp:templetile
Temple 墙 基础, avp:templewallbase
Temple 地面, avp:templefloor
工业 墙, avp:industrialwall
工业 墙, avp:industrialwall2
顶篷 面板, avp:ceilingpanel
顶篷 风扇, avp:ceilingfan
顶篷 通风口, avp:ceilingvent
顶篷 铁架, avp:ceilinggrill
骷髅堆, avp:skulls
地面 铁架, avp:floorgrill
工业 玻璃, avp:industrialglass
工业 砖块, avp:industrialbricks
金属 面板, avp:metalpanel1
金属 面板, avp:metalpanel2
金属 面板, avp:metalpanel3
塑料 圆形 瓦片, avp:plastictilecircle
塑料块, avp:plasticblock
白色 几何的 衬垫 面板, avp:paddingpanel
塑料 三角 瓦片, avp:plastictiletri
塑料瓦片, avp:plastictile
硅 矿, avp:oresilicon
锂 矿, avp:orelithium
铜 矿, avp:orecopper
铝土矿, avp:orebauxite
tile.avp:oremonazite.name, avp:oremonazite
tile.avp:orecobalt.name, avp:orecobalt
主机 面板 [微光], avp:mainframepanel.shimmer
主机 面板 [闪烁], avp:mainframepanel.flicker
工业 通风口, avp:industrialvent
通风口 墙, avp:vent.wall
通风口 顶篷, avp:vent.ceiling
Engineer 飞船 地面, avp:engineershipfloor
Engineer 飞船 砖块, avp:engineershipbrick
Engineer 飞船 砖块, avp:engineershipbrick1
Engineer 象形文字设计 面板, avp:engineershipbrick2
Engineer 飞船 砖块, avp:engineershipbrick3
Engineer 飞船 砾石, avp:engineershipgravel
Engineer 飞船 墙, avp:engineershipwall
Engineer 飞船 墙, avp:engineershipwall1
Engineer 飞船 墙, avp:engineershipwall2
Engineer 象形文字设计 墙 旗帜, avp:engineershipwall3
Engineer 象形文字设计 墙, avp:engineershipwall4
Engineer 飞船 岩石, avp:engineershiprock
Engineer 飞船 岩石, avp:engineershiprock1
Engineer 飞船 岩石, avp:engineershiprock2
Engineer 飞船 岩石, avp:engineershiprock3
Engineer 飞船 生物学 支柱, avp:engineershipcolumn1
Engineer 飞船 罗纹, avp:engineershipcolumn2
Engineer 飞船 金属, avp:engineershipmaterial0
Engineer 飞船 金属, avp:engineershipmaterial1
Engineer 飞船 金属, avp:engineershipmaterial2
橘色 几何的 衬垫 面板, avp:paddingpanel_orange
橘色 衬垫 管, avp:padding_pipes_orange
白色 衬垫 管, avp:padding_pipes_white
橘色 正方形 衬垫, avp:padding_square_orange
白色 正方形 衬垫, avp:padding_square_white
橘色 衬垫 瓦片, avp:padding_tiles_orange
白色 衬垫 瓦片, avp:padding_tiles_white
未知之地 石头, avp:unistone
未知之地 沙子, avp:unisand
未知之地 砂砾, avp:unigravel
未知之地 土壤, avp:unidirt[snowy=false,variant=dirt]
石笋, avp:stalagmite
tile.avp:paradise_dirt.name, avp:paradise_dirt[snowy=false,variant=dirt]
tile.avp:paradise_dirt_mossy.name, avp:paradise_dirt_mossy[snowy=false,variant=dirt]
tile.avp:paradise_dirt_podzol.name, avp:paradise_dirt_podzol[snowy=false,variant=dirt]
tile.avp:paradise_grass.name, avp:paradise_grass[snowy=false,variant=dirt]
tile.avp:paradise_leaves_large.name, avp:paradise_leaves_large[check_decay=true,decayable=false]
tile.avp:paradise_log_large.name, avp:paradise_log_large[axis=y]
tile.avp:paradise_leaves_med.name, avp:paradise_leaves_med[check_decay=true,decayable=false]
tile.avp:paradise_log_med.name, avp:paradise_log_med[axis=y]
tile.avp:paradise_leaves_small.name, avp:paradise_leaves_small[check_decay=true,decayable=false]
tile.avp:paradise_log_small.name, avp:paradise_log_small[axis=y]
tile.avp:paradisian_ground_fern.name, avp:paradisian_ground_fern
tile.avp:paradisian_tree_fern.name, avp:paradisian_tree_fern
tile.avp:paradisian_wheat_grass.name, avp:paradisian_wheat_grass
未知之地 木头, avp:unitree.wood[axis=y]
未知之地 树腱, avp:unitree.tendons
未知之地 树叶, avp:unitree.leaves[check_decay=true,decayable=false]
tile.avp:unitree.leaves.m.name, avp:unitree.leaves.m[check_decay=true,decayable=false]
tile.avp:unitree.leaves.b.name, avp:unitree.leaves.b[check_decay=true,decayable=false]
未知之地 树苗, avp:unitree.sapling[stage=0]
Lv-426 岩石, avp:lv426rock
卫星, avp:satellitedish
献祭 Spawner, avp:spawner
Varda 传送门 (Lv-223), avp:portal.varda
Acheron 传送门 (Lv-426), avp:portal.acheron
铸造台, avp:assembler
地面 铁架 楼梯, avp:floorgrillstairs[facing=east,half=bottom,shape=straight]
顶篷 铁架 楼梯, avp:ceilinggrillstairs[facing=east,half=bottom,shape=straight]
工业 砖块 楼梯, avp:industrialbrickstairs[facing=east,half=bottom,shape=straight]
工业 墙 楼梯, avp:industrialwallstairs[facing=east,half=bottom,shape=straight]
工业 玻璃 楼梯, avp:industrialglassstairs[facing=east,half=bottom,shape=straight]
地面 铁架 台阶, avp:floorgrillslab[half=bottom]
顶篷 铁架 台阶, avp:ceilinggrillslab[half=bottom]
工业 台阶, avp:industrialslab[half=bottom]
工业 砖块 台阶, avp:industrialbrickslab[half=bottom]
工业 玻璃 台阶, avp:industrialglassslab[half=bottom]
黑水, avp:blackgoo[level=0]
反应雾, avp:mist[level=0]
UA 571-E 警卫哨戒炮, avp:turret
终端, avp:terminal
停滞机能[陷阱], avp:stasismechanism
斥力发生器, avp:generator
电缆, avp:powerline
防暴门, avp:blastdoor
防暴门 (Sevastopol), avp:blastdoor.sevastopol
低温储藏管, avp:cryostasistube
灯, avp:lightpanel
荧光灯, avp:ccfltube
Tesla Coil, avp:teslacoil
网架, avp:networkrack
动力电池, avp:powercell
红石传感器, avp:redstonesensor
红石发射器, avp:redstoneemitter
通用功率变换器, avp:universalgenerator
升压变压器, avp:transformer
降压变压器, avp:transformer.stepdown
补给箱 (Weyland-Yutani), avp:supplychuteblock
补给箱 (USCM), avp:supplychuteblock.marines
补给箱 (Seegson), avp:supplychuteblock.seegson
太阳能板, avp:solarpanel
储物柜, avp:locker
治疗舱, avp:medpod
枪械 储物柜, avp:gunlocker
安瓿, avp:engineership.ampule
工程师 头颅, avp:skull.engineer
太空骑士 头颅, avp:skull.spacejockey
异形 头颅 (Gigeresque), avp:skull.xenomorph
异形战士 头颅, avp:skull.xenomorph.warrior
铁血战士 头颅, avp:skull.yautja
tile.avp:skull.matriarch.name, avp:skull.matriarch
tile.avp:skull.protomorph.name, avp:skull.protomorph
tile.avp:skull.neomorph.name, avp:skull.neomorph
tile.avp:biomask.classic.name, avp:biomask.classic
tile.avp:biomask.berserker.name, avp:biomask.berserker
tile.avp:biomask.falconer.name, avp:biomask.falconer
tile.avp:biomask.tracker.name, avp:biomask.tracker
tile.avp:head.aethon.name, avp:head.aethon
tile.avp:head.gigeralien.name, avp:head.gigeralien
Reflective 斜坡, avp:slope[alignment=bottom,facing=north]
Reflective 角, avp:corner[alignment=bottom,facing=north]
Reflective 倒角, avp:invertedcorner[alignment=bottom,facing=north]
Reflective 脊, avp:ridge[alignment=bottom,facing=north]
Reflective 金字塔, avp:pyramid[alignment=bottom,facing=north]
Reflective 倒脊, avp:invertedridge[alignment=bottom,facing=north]
Relfective 倒金字塔, avp:invertedpyramid[alignment=bottom,facing=north]
烹饪桌, cookingforblockheads:cooking_table[color=white,facing=north]
烤箱, cookingforblockheads:oven[facing=north,powered=true]
冰箱, cookingforblockheads:fridge[facing=east,flipped=false,ice_unit=true,preservation_chamber=true,type=small]
水槽, cookingforblockheads:sink[color=white,facing=east,flipped=false]
厨具架, cookingforblockheads:tool_rack[facing=north]
吐司机, cookingforblockheads:toaster[active=true,facing=north]
牛奶罐, cookingforblockheads:milk_jar[facing=north,lowered=true]
罐中奶牛, cookingforblockheads:cow_jar[facing=north,lowered=true]
调料架, cookingforblockheads:spice_rack[facing=north]
厨柜, cookingforblockheads:counter[color=white,facing=east,flipped=false,pass=static]
厨房橱柜, cookingforblockheads:cabinet[color=white,facing=east,flipped=false,pass=static]
厨房转角, cookingforblockheads:corner[color=white,facing=north]
厨房地板, cookingforblockheads:kitchen_floor
水果篮, cookingforblockheads:fruit_basket[facing=north,lowered=true]
紧实型压缩空间壁, compactmachines3:wall
压缩空间壁, compactmachines3:wallbreakable
微型压缩空间机械, compactmachines3:machine[size=tiny]
小型压缩空间机械, compactmachines3:machine[size=small]
普通压缩空间机械, compactmachines3:machine[size=normal]
大型压缩空间机械, compactmachines3:machine[size=large]
巨型压缩空间机械, compactmachines3:machine[size=giant]
超大型压缩空间机械, compactmachines3:machine[size=maximum]
压缩空间机械制作器, compactmachines3:fieldprojector[facing=down]
铜矿石, immersiveengineering:ore[type=copper]
铝土矿石, immersiveengineering:ore[type=aluminum]
铅矿石, immersiveengineering:ore[type=lead]
银矿石, immersiveengineering:ore[type=silver]
镍矿石, immersiveengineering:ore[type=nickel]
铀矿石, immersiveengineering:ore[type=uranium]
铜块, immersiveengineering:storage[type=copper]
铝块, immersiveengineering:storage[type=aluminum]
铅块, immersiveengineering:storage[type=lead]
银块, immersiveengineering:storage[type=silver]
镍块, immersiveengineering:storage[type=nickel]
铀块, immersiveengineering:storage[type=uranium]
康铜块, immersiveengineering:storage[type=constantan]
琥珀金块, immersiveengineering:storage[type=electrum]
钢块, immersiveengineering:storage[type=steel]
铜台阶, immersiveengineering:storage_slab[slabtype=0,type=copper]
铝台阶, immersiveengineering:storage_slab[slabtype=0,type=aluminum]
铅台阶, immersiveengineering:storage_slab[slabtype=0,type=lead]
银台阶, immersiveengineering:storage_slab[slabtype=0,type=silver]
镍台阶, immersiveengineering:storage_slab[slabtype=0,type=nickel]
铀台阶, immersiveengineering:storage_slab[slabtype=0,type=uranium]
康铜台阶, immersiveengineering:storage_slab[slabtype=0,type=constantan]
琥珀金台阶, immersiveengineering:storage_slab[slabtype=0,type=electrum]
钢台阶, immersiveengineering:storage_slab[slabtype=0,type=steel]
焦炉砖, immersiveengineering:stone_decoration[type=cokebrick]
高炉砖, immersiveengineering:stone_decoration[type=blastbrick]
强化高炉砖, immersiveengineering:stone_decoration[type=blastbrick_reinforced]
焦煤块, immersiveengineering:stone_decoration[type=coke]
麻凝土, immersiveengineering:stone_decoration[type=hempcrete]
混凝土, immersiveengineering:stone_decoration[type=concrete]
混凝土砖, immersiveengineering:stone_decoration[type=concrete_tile]
镀铅混凝土, immersiveengineering:stone_decoration[type=concrete_leaded]
绝缘玻璃, immersiveengineering:stone_decoration[type=insulating_glass]
窑砖, immersiveengineering:stone_decoration[type=alloybrick]
焦炉砖台阶, immersiveengineering:stone_decoration_slab[slabtype=0,type=cokebrick]
高炉砖台阶, immersiveengineering:stone_decoration_slab[slabtype=0,type=blastbrick]
强化高炉砖台阶, immersiveengineering:stone_decoration_slab[slabtype=0,type=blastbrick_reinforced]
麻凝土台阶, immersiveengineering:stone_decoration_slab[slabtype=0,type=hempcrete]
混凝土台阶, immersiveengineering:stone_decoration_slab[slabtype=0,type=concrete]
混凝土砖台阶, immersiveengineering:stone_decoration_slab[slabtype=0,type=concrete_tile]
镀铅混凝土台阶, immersiveengineering:stone_decoration_slab[slabtype=0,type=concrete_leaded]
窑砖台阶, immersiveengineering:stone_decoration_slab[slabtype=0,type=alloybrick]
麻凝土楼梯, immersiveengineering:stone_decoration_stairs_hempcrete[facing=east,half=bottom,shape=straight]
混凝土楼梯, immersiveengineering:stone_decoration_stairs_concrete[facing=east,half=bottom,shape=straight]
混凝土砖楼梯, immersiveengineering:stone_decoration_stairs_concrete_tile[facing=east,half=bottom,shape=straight]
镀铅混凝土楼梯, immersiveengineering:stone_decoration_stairs_concrete_leaded[facing=east,half=bottom,shape=straight]
混凝土薄板, immersiveengineering:stone_device[_0multiblockslave=false,boolean0=false,facing=north,type=concrete_sheet]
混凝土板, immersiveengineering:stone_device[_0multiblockslave=false,boolean0=false,facing=north,type=concrete_quarter]
混凝土块, immersiveengineering:stone_device[_0multiblockslave=false,boolean0=false,facing=north,type=concrete_threequarter]
防腐木板, immersiveengineering:treated_wood[type=horizontal]
防腐木板, immersiveengineering:treated_wood[type=vertical]
防腐木板, immersiveengineering:treated_wood[type=packaged]
防腐木台阶, immersiveengineering:treated_wood_slab[slabtype=0,type=horizontal]
防腐木台阶, immersiveengineering:treated_wood_slab[slabtype=0,type=vertical]
防腐木台阶, immersiveengineering:treated_wood_slab[slabtype=0,type=packaged]
防腐木楼梯, immersiveengineering:treated_wood_stairs0[facing=east,half=bottom,shape=straight]
防腐木楼梯, immersiveengineering:treated_wood_stairs1[facing=east,half=bottom,shape=straight]
防腐木楼梯, immersiveengineering:treated_wood_stairs2[facing=east,half=bottom,shape=straight]
防腐木栅栏, immersiveengineering:wooden_decoration[east=true,north=true,south=true,type=fence,west=true]
防腐木脚手架, immersiveengineering:wooden_decoration[east=true,north=true,south=true,type=scaffolding,west=true]
木质储物箱, immersiveengineering:wooden_device0[_0multiblockslave=false,facing=up,type=crate]
木桶, immersiveengineering:wooden_device0[_0multiblockslave=false,facing=up,type=barrel]
工程师装配台, immersiveengineering:wooden_device0[_0multiblockslave=false,facing=up,type=workbench]
物品路由器, immersiveengineering:wooden_device0[_0multiblockslave=false,facing=up,type=sorter]
火药桶, immersiveengineering:wooden_device0[_0multiblockslave=false,facing=up,type=gunpowder_barrel]
强化储存箱, immersiveengineering:wooden_device0[_0multiblockslave=false,facing=up,type=reinforced_crate]
旋转台, immersiveengineering:wooden_device0[_0multiblockslave=false,facing=up,type=turntable]
流体路由器, immersiveengineering:wooden_device0[_0multiblockslave=false,facing=up,type=fluid_sorter]
水车, immersiveengineering:wooden_device1[_0multiblockslave=false,facing=north,int_4=0,type=watermill]
风车, immersiveengineering:wooden_device1[_0multiblockslave=false,facing=north,int_4=0,type=windmill]
木杆, immersiveengineering:wooden_device1[_0multiblockslave=false,facing=north,int_4=0,type=post]
木质壁挂支架, immersiveengineering:wooden_device1[_0multiblockslave=false,facing=north,int_4=0,type=wallmount]
气垫, immersiveengineering:cloth_device[boolean0=false,facing=north,type=cushion]
气球, immersiveengineering:cloth_device[boolean0=false,facing=north,type=balloon]
带状帘, immersiveengineering:cloth_device[boolean0=false,facing=north,type=stripcurtain]
铜板金属块, immersiveengineering:sheetmetal[type=copper]
铝板金属块, immersiveengineering:sheetmetal[type=aluminum]
铅板金属块, immersiveengineering:sheetmetal[type=lead]
银板金属块, immersiveengineering:sheetmetal[type=silver]
镍板金属块, immersiveengineering:sheetmetal[type=nickel]
铀板金属块, immersiveengineering:sheetmetal[type=uranium]
康铜板金属块, immersiveengineering:sheetmetal[type=constantan]
琥珀金板金属块, immersiveengineering:sheetmetal[type=electrum]
钢板金属块, immersiveengineering:sheetmetal[type=steel]
铁板金属块, immersiveengineering:sheetmetal[type=iron]
金板金属块, immersiveengineering:sheetmetal[type=gold]
